constituency,state,vote_share_norm,seats_won_norm,attendance_rate,bills_score,manifesto_fulfillment,criminal_cases_norm,disclosure_compliance,party,electoral_strength_score,gov_performance_score,transparency_score,party_score
Bulandshahr,Uttar Pradesh,0.25125125125125125,0.5595595595595596,0.994994994994995,0.918918918918919,0.055055055055055056,0.36236236236236236,0.7987987987987988,Party B,0.3745745745745746,0.7841841841841842,0.7021021021021021,0.5998198198198199
Gautam Buddha Nagar,Uttar Pradesh,0.3763763763763764,0.6846846846846847,0.11911911911911911,0.2182182182182182,0.18018018018018017,0.4874874874874875,0.923923923923924,Party C,0.49969969969969974,0.16106106106106105,0.6770770770770771,0.42552052052052053
Lakhimpur Kheri,Uttar Pradesh,0.968968968968969,0.8928928928928929,0.32732732732732733,0.25125125125125125,0.7727727727727728,0.07907907907907907,0.13113113113113112,Party C,0.9385385385385385,0.39359359359359364,0.605005005005005,0.6644244244244245
Jhunjhunu,Rajasthan,0.16216216216216217,0.08608608608608609,0.9059059059059059,0.8298298298298298,0.9669669669669669,0.2732732732732733,0.7097097097097097,Party A,0.13173173173173175,0.8952952952952953,0.71991991991992,0.5460260260260261
Gurugram,Haryana,0.13713713713713713,0.1891891891891892,0.6246246246246246,0.5485485485485485,0.9419419419419419,0.3763763763763764,0.42842842842842843,Party A,0.15795795795795797,0.6652652652652653,0.5455455455455456,0.4324124124124124
Faridabad,Haryana,0.026026026026026026,0.950950950950951,0.38538538538538536,0.8218218218218218,0.8308308308308309,0.13713713713713713,0.1891891891891892,Party D,0.39599599599599605,0.6054054054054054,0.5933933933933934,0.5186386386386387
Mahendragarh,Haryana,0.6416416416416416,0.07707707707707707,0.3843843843843844,0.4364364364364364,0.44544544544544545,0.7527527527527528,0.1881881881881882,Party C,0.4158158158158158,0.41221221221221216,0.22362362362362362,0.36650650650650646
Rewari,Haryana,0.46646646646646645,0.9029029029029029,0.2092092092092092,0.26126126126126126,0.2702702702702703,0.7057057057057057,0.013013013013013013,Party B,0.641041041041041,0.23703703703703705,0.18178178178178178,0.3848248248248248
Budaun,Uttar Pradesh,0.7227227227227228,0.7747747747747747,0.08108108108108109,0.5175175175175175,0.5265265265265265,0.8338338338338338,0.8858858858858859,Party C,0.7435435435435436,0.3011011011011011,0.4540540540540541,0.5163163163163164
Jaisalmer,Rajasthan,0.2062062062062062,0.25825825825825827,0.5655655655655656,0.001001001001001001,0.01001001001001001,0.3173173173173173,0.36936936936936937,Party B,0.22702702702702704,0.2850850850850851,0.5573573573573574,0.32992992992993
Bahraich,Uttar Pradesh,0.6276276276276276,0.06306306306306306,0.37037037037037035,0.42242242242242245,0.4314314314314314,0.7387387387387387,0.17417417417417416,Party C,0.4018018018018018,0.39819819819819824,0.2264264264264264,0.35669669669669674
Nuh,Haryana,0.5325325325325325,0.5845845845845846,0.8918918918918919,0.32732732732732733,0.33633633633633636,0.6436436436436437,0.6956956956956957,Party D,0.5533533533533533,0.6114114114114114,0.49209209209209204,0.5583583583583583
Shahjahanpur,Uttar Pradesh,0.7497497497497497,0.18518518518518517,0.10810810810810811,0.5445445445445446,0.5535535535535535,0.8608608608608609,0.2962962962962963,Party D,0.523923923923924,0.32812812812812814,0.20200200200200197,0.3749149149149149
Sikar,Rajasthan,0.7147147147147147,0.7667667667667668,0.5855855855855856,0.5095095095095095,0.5185185185185185,0.953953953953954,0.8778778778778779,Party A,0.7355355355355355,0.5493493493493493,0.37877877877877875,0.5811811811811812
Palwal,Haryana,0.992992992992993,0.21921921921921922,0.6546546546546547,0.5785785785785785,0.7967967967967968,0.23123123123123124,0.3303303303303303,Party B,0.6834834834834835,0.6602602602602603,0.5933933933933934,0.6528328328328328
Alwar,Rajasthan,0.4914914914914915,0.5435435435435435,0.8508508508508509,0.2862862862862863,0.2952952952952953,0.6026026026026026,0.6546546546546547,Party C,0.5123123123123123,0.5703703703703704,0.5003003003003004,0.5296296296296297
North Sikkim,Sikkim,0.16916916916916916,0.4774774774774775,0.9129129129129129,0.8368368368368369,0.973973973973974,0.2802802802802803,0.7167167167167167,Party C,0.2924924924924925,0.9023023023023022,0.7185185185185186,0.6124324324324324
Aligarh,Uttar Pradesh,0.12712712712712712,0.43543543543543545,0.8708708708708709,0.7947947947947948,0.8038038038038038,0.23823823823823823,0.6746746746746747,Party B,0.25045045045045045,0.8346346346346346,0.726926926926927,0.574034034034034
Kasganj,Uttar Pradesh,0.008008008008008008,0.06006006006006006,0.36736736736736736,0.8038038038038038,0.8128128128128128,0.24724724724724725,0.17117117117117117,Party C,0.02882882882882883,0.5873873873873874,0.5201201201201201,0.3471471471471471
Mathura,Uttar Pradesh,0.1941941941941942,0.11811811811811812,0.5535535535535535,0.8618618618618619,0.998998998998999,0.3053053053053053,0.7417417417417418,Party A,0.16376376376376375,0.7351351351351351,0.7135135135135136,0.5011811811811812
Jaipur,Rajasthan,0.6546546546546547,0.5785785785785785,0.013013013013013013,0.3213213213213213,0.3303303303303303,0.7657657657657657,0.8178178178178178,Party B,0.6242242242242242,0.16896896896896896,0.46766766766766776,0.42574574574574575
Shrawasti,Uttar Pradesh,0.44544544544544545,0.7537537537537538,0.1881881881881882,0.11211211211211211,0.24924924924924924,0.5565565565565566,0.992992992992993,Party A,0.5687687687687688,0.17757757757757758,0.6632632632632633,0.4554754754754755
Jodhpur,Rajasthan,0.7237237237237237,0.7757757757757757,0.08208208208208208,0.5185185185185185,0.5275275275275275,0.8348348348348348,0.8868868868868869,Party D,0.7445445445445446,0.3021021021021021,0.4538538538538539,0.5170170170170171
Sitapur,Uttar Pradesh,0.026026026026026026,0.07807807807807808,0.38538538538538536,0.43743743743743746,0.8308308308308309,0.13713713713713713,0.1891891891891892,Party B,0.04684684684684685,0.4900900900900901,0.5933933933933934,0.33861861861861864
Bharatpur,Rajasthan,0.37537537537537535,0.8118118118118118,0.11811811811811812,0.17017017017017017,0.17917917917917917,0.998998998998999,0.9229229229229229,Party A,0.54994994994995,0.14594594594594593,0.3697697697697698,0.36350350350350347
Hathras,Uttar Pradesh,0.2902902902902903,0.21421421421421422,0.6496496496496497,0.08508508508508508,0.0940940940940941,0.4014014014014014,0.45345345345345345,Party A,0.2598598598598598,0.36916916916916914,0.5405405405405406,0.3682882882882883
Nagaur,Rajasthan,0.3983983983983984,0.8348348348348348,0.26926926926926925,0.1931931931931932,0.2022022022022022,0.021021021021021023,0.9459459459459459,Party A,0.572972972972973,0.23303303303303302,0.9657657657657658,0.5521921921921922
Etah,Uttar Pradesh,0.6476476476476476,0.955955955955956,0.39039039039039036,0.31431431431431434,0.45145145145145144,0.7587587587587588,0.1941941941941942,Party A,0.7709709709709709,0.3797797797797798,0.22242242242242244,0.4969169169169169
Hardoi,Uttar Pradesh,0.6326326326326326,0.7317317317317318,0.5505505505505506,0.6026026026026026,0.8208208208208209,0.7437437437437437,0.35435435435435436,Party B,0.6722722722722723,0.6202202202202203,0.2954954954954955,0.5598598598598599
Farrukhabad,Uttar Pradesh,0.9119119119119119,0.8358358358358359,0.6546546546546547,0.5785785785785785,0.5875875875875876,0.022022022022022022,0.45845845845845845,Party C,0.8814814814814814,0.6184184184184184,0.7701701701701702,0.7615815815815815
West Sikkim,Sikkim,0.8298298298298298,0.2652652652652653,0.5725725725725725,0.6246246246246246,0.6336336336336337,0.9409409409409409,0.3763763763763764,Party C,0.604004004004004,0.6004004004004004,0.18598598598598598,0.49823823823823826
South Sikkim,Sikkim,0.23723723723723725,0.33633633633633636,0.15515515515515516,0.07907907907907907,0.42542542542542544,0.3483483483483483,0.95995995995996,Party A,0.2768768768768769,0.18638638638638638,0.774974974974975,0.36972972972972973
East Sikkim,Sikkim,0.42742742742742745,0.8638638638638638,0.17017017017017017,0.3973973973973974,0.6156156156156156,0.05005005005005005,0.974974974974975,Party B,0.602002002002002,0.3274274274274274,0.95995995995996,0.5953903903903904
Firozabad,Uttar Pradesh,0.10710710710710711,0.5435435435435435,0.978978978978979,0.9029029029029029,0.2952952952952953,0.7307307307307307,0.7827827827827828,Party B,0.2816816816816817,0.8194194194194194,0.4746746746746747,0.5181381381381381
West Champaran,Bihar,0.7477477477477478,0.35835835835835833,0.28128128128128127,0.7177177177177178,0.9359359359359359,0.8588588588588588,0.4694694694694695,Party C,0.591991991991992,0.5431431431431432,0.2724724724724725,0.49501501501501505
Siddharthnagar,Uttar Pradesh,0.05005005005005005,0.35835835835835833,0.7937937937937938,0.7177177177177178,0.7267267267267268,0.16116116116116116,0.5975975975975976,Party A,0.17337337337337336,0.7575575575575576,0.7423423423423423,0.52008008008008
Mainpuri,Uttar Pradesh,0.03003003003003003,0.12912912912912913,0.5645645645645646,0.0,0.8348348348348348,0.14114114114114115,0.3683683683683684,Party B,0.06966966966966967,0.44924924924924925,0.6626626626626626,0.3507707707707708
Maharajganj,Uttar Pradesh,0.6066066066066066,0.5305305305305306,0.965965965965966,0.2732732732732733,0.41041041041041043,0.7177177177177178,0.15315315315315314,Party C,0.5761761761761762,0.6470470470470471,0.2306306306306306,0.5145945945945946
Agra,Uttar Pradesh,0.8578578578578578,0.9099099099099099,0.21621621621621623,0.6526526526526526,0.6616616616616616,0.968968968968969,0.02002002002002002,Party A,0.8786786786786787,0.4362362362362362,0.026626626626626605,0.5108108108108107
Gonda,Uttar Pradesh,0.6276276276276276,0.5515515515515516,0.986986986986987,0.9109109109109109,0.4314314314314314,0.7387387387387387,0.7907907907907908,Party C,0.5971971971971972,0.8530530530530531,0.4730730730730731,0.6557157157157157
Barabanki,Uttar Pradesh,0.955955955955956,0.3913913913913914,0.31431431431431434,0.9259259259259259,0.7597597597597597,0.06606606606606606,0.11811811811811812,Party B,0.7301301301301301,0.586886886886887,0.6076076076076077,0.6493643643643644
Darjeeling,West Bengal,0.25825825825825827,0.6946946946946947,0.12912912912912913,0.05305305305305305,0.062062062062062065,0.4974974974974975,0.4214214214214214,Party B,0.4328328328328328,0.0928928928928929,0.47007007007007007,0.3231631631631632
Dausa,Rajasthan,0.5085085085085085,0.944944944944945,0.25125125125125125,0.47847847847847846,0.3123123123123123,0.13113113113113112,0.055055055055055056,Party C,0.6830830830830831,0.3316316316316316,0.5433433433433432,0.5251401401401401
Kushinagar,Uttar Pradesh,0.8668668668668669,0.17417417417417416,0.6096096096096096,0.5335335335335335,0.6706706706706707,0.977977977977978,0.4134134134134134,Party A,0.5897897897897898,0.598998998998999,0.17857857857857856,0.4902102102102102
Kannauj,Uttar Pradesh,0.5265265265265265,0.45045045045045046,0.26926926926926925,0.1931931931931932,0.2022022022022022,0.6376376376376376,0.07307307307307308,Party B,0.49609609609609606,0.23303303303303302,0.24664664664664668,0.3416616616616617
Lucknow,Uttar Pradesh,0.26226226226226224,0.4894894894894895,0.7967967967967968,0.8488488488488488,0.24124124124124124,0.3733733733733734,0.6006006006006006,Party D,0.35315315315315315,0.7013013013013013,0.6162162162162161,0.5407707707707707
Jalpaiguri,West Bengal,0.8588588588588588,0.29429429429429427,0.6016016016016016,0.8288288288288288,0.6626626626626627,0.96996996996997,0.40540540540540543,Party D,0.6330330330330329,0.6819819819819819,0.18018018018018017,0.5369519519519519
Basti,Uttar Pradesh,0.8358358358358359,0.062062062062062065,0.36936936936936937,0.4214214214214214,0.6396396396396397,0.9469469469469469,0.17317317317317318,Party B,0.5263263263263264,0.43903903903903907,0.10110110110110113,0.3894694694694695
Gorakhpur,Uttar Pradesh,0.5785785785785785,0.014014014014014014,0.3213213213213213,0.3733733733733734,0.38238238238238237,0.6896896896896897,0.12512512512512514,Party C,0.3527527527527527,0.34914914914914913,0.23623623623623624,0.3223623623623623
Sant Kabir Nagar,Uttar Pradesh,0.5375375375375375,0.5895895895895896,0.4084084084084084,0.12312312312312312,0.34134134134134136,0.7767767767767768,0.7007007007007007,Party B,0.5583583583583583,0.3094094094094094,0.4142142142142142,0.43519019019019023
Karauli,Rajasthan,0.8048048048048048,0.24024024024024024,0.5475475475475475,0.5995995995995996,0.6086086086086087,0.9159159159159159,0.35135135135135137,Party C,0.578978978978979,0.5753753753753754,0.19099099099099098,0.48072072072072075
East Champaran,Bihar,0.4804804804804805,0.9169169169169169,0.22322322322322322,0.2752752752752753,0.28428428428428426,0.5915915915915916,0.02702702702702703,Party B,0.6550550550550551,0.2510510510510511,0.25585585585585585,0.4138538538538539
Unnao,Uttar Pradesh,0.26126126126126126,0.6976976976976977,0.004004004004004004,0.056056056056056056,0.4494494494494494,0.37237237237237236,0.8088088088088088,Party D,0.43583583583583585,0.1087087087087087,0.7001001001001002,0.3874074074074074
Etawah,Uttar Pradesh,0.3993993993993994,0.4984984984984985,0.933933933933934,0.36936936936936937,0.5875875875875876,0.5105105105105106,0.12112112112112113,Party B,0.43903903903903907,0.6952952952952953,0.3421421421421421,0.5045045045045045
Dholpur,Rajasthan,0.3923923923923924,0.4914914914914915,0.9269269269269269,0.36236236236236236,0.3713713713713714,0.5035035035035035,0.7307307307307307,Party C,0.432032032032032,0.6464464464464464,0.5901901901901903,0.5466166166166166
Kanpur Nagar,Uttar Pradesh,0.4394394394394394,0.8758758758758759,0.18218218218218218,0.4094094094094094,0.24324324324324326,0.5505505505505506,0.986986986986987,Party D,0.614014014014014,0.26256256256256255,0.6644644644644644,0.5036186186186187
Auraiya,Uttar Pradesh,0.6186186186186187,0.6706706706706707,0.977977977977978,0.4134134134134134,0.42242242242242245,0.7297297297297297,0.7817817817817818,Party D,0.6394394394394395,0.6974974974974976,0.4748748748748749,0.6186186186186187
Morena,Madhya Pradesh,0.042042042042042045,0.0940940940940941,0.4014014014014014,0.6286286286286287,0.8468468468468469,0.28128128128128127,0.20520520520520522,Party C,0.06286286286286287,0.5586586586586587,0.5133133133133133,0.349004004004004
Barmer,Rajasthan,0.6196196196196196,0.6716716716716716,0.978978978978979,0.4144144144144144,0.42342342342342343,0.7307307307307307,0.7827827827827828,Party D,0.6404404404404405,0.6984984984984985,0.4746746746746747,0.6193193193193194
Ayodhya,Uttar Pradesh,0.5825825825825826,0.6346346346346347,0.9419419419419419,0.16816816816816818,0.3863863863863864,0.6936936936936937,0.7457457457457457,Party A,0.6034034034034035,0.5986986986986987,0.48208208208208203,0.5714264264264265
Kanpur Dehat,Uttar Pradesh,0.12812812812812813,0.5645645645645646,0.8718718718718719,0.923923923923924,0.3163163163163163,0.7517517517517518,0.6756756756756757,Party C,0.3027027027027027,0.7763763763763764,0.41921921921921923,0.4976176176176176
Bhind,Madhya Pradesh,0.3883883883883884,0.3123123123123123,0.7477477477477478,0.6716716716716716,0.1921921921921922,0.4994994994994995,0.5515515515515516,Party D,0.35795795795795793,0.6138138138138138,0.5209209209209209,0.48824824824824825
Sawai Madhopur,Rajasthan,0.1931931931931932,0.5015015015015015,0.9369369369369369,0.035035035035035036,0.3813813813813814,0.30430430430430433,0.7407407407407407,Party D,0.3165165165165165,0.5552552552552552,0.7137137137137137,0.4993743743743744
Deoria,Uttar Pradesh,0.46546546546546547,0.5175175175175175,0.8248248248248248,0.2602602602602603,0.26926926926926925,0.5765765765765766,0.6286286286286287,Party D,0.4862862862862863,0.5443443443443443,0.5055055055055055,0.5114114114114114
Sitamarhi,Bihar,0.5025025025025025,0.938938938938939,0.8618618618618619,0.2972972972972973,0.3063063063063063,0.6136136136136137,0.04904904904904905,Party A,0.6770770770770771,0.5813813813813814,0.2514514514514514,0.5371771771771772
Tonk,Rajasthan,0.44144144144144143,0.6686686686686687,0.1031031031031031,0.02702702702702703,0.24524524524524524,0.6806806806806807,0.9079079079079079,Party C,0.5323323323323323,0.10870870870870872,0.5547547547547548,0.38966966966966965
Sheohar,Bihar,0.9669669669669669,0.4024024024024024,0.7097097097097097,0.7617617617617618,0.7707707707707707,0.20520520520520522,0.5135135135135135,Party C,0.741141141141141,0.7375375375375375,0.6822822822822823,0.725165165165165
Sultanpur,Uttar Pradesh,0.953953953953954,0.18018018018018017,0.4874874874874875,0.923923923923924,0.7577577577577578,0.06406406406406406,0.2912912912912913,Party D,0.6444444444444445,0.6724724724724724,0.6780780780780781,0.6626626626626627
Pali,Rajasthan,0.5855855855855856,0.8938938938938938,0.3283283283283283,0.38038038038038036,0.7737737737737738,0.6966966966966966,0.13213213213213212,Party C,0.7089089089089089,0.433033033033033,0.23483483483483486,0.4938338338338338
Gopalganj,Bihar,0.14114114114114115,0.5775775775775776,0.8848848848848849,0.1111111111111111,0.9459459459459459,0.25225225225225223,0.6886886886886887,Party C,0.3157157157157157,0.6649649649649649,0.7241241241241242,0.540055055055055
Ambedkar Nagar,Uttar Pradesh,0.2992992992992993,0.7357357357357357,0.042042042042042045,0.0940940940940941,0.1031031031031031,0.41041041041041043,0.8468468468468469,Party B,0.47387387387387386,0.06986986986986987,0.6924924924924925,0.38712712712712716
Rae Bareli,Uttar Pradesh,0.07807807807807808,0.5145145145145145,0.8218218218218218,0.04804804804804805,0.8828828828828829,0.1891891891891892,0.4164164164164164,Party B,0.25265265265265263,0.601901901901902,0.653053053053053,0.47498998998999
Jalaun,Uttar Pradesh,0.14114114114114115,0.5775775775775776,0.8848848848848849,0.9369369369369369,0.9459459459459459,0.38038038038038036,0.6886886886886887,Party A,0.3157157157157157,0.9127127127127128,0.6472472472472472,0.6075475475475476
Azamgarh,Uttar Pradesh,0.22322322322322322,0.45045045045045046,0.7577577577577578,0.1931931931931932,0.02702702702702703,0.33433433433433435,0.5615615615615616,Party C,0.31411411411411416,0.44224224224224223,0.624024024024024,0.4364364364364365
Gwalior,Madhya Pradesh,0.06006006006006006,0.11211211211211211,0.4194194194194194,0.8558558558558559,0.8648648648648649,0.17117117117117117,0.22322322322322322,Party B,0.08088088088088088,0.6394394394394394,0.5865865865865866,0.4028028028028028
Sheopur,Madhya Pradesh,0.6436436436436437,0.6956956956956957,0.002002002002002002,0.43843843843843844,0.44744744744744747,0.7547547547547547,0.8068068068068068,Party C,0.6644644644644645,0.22202202202202204,0.4698698698698699,0.46096096096096106
Mau,Uttar Pradesh,0.8398398398398398,0.8918918918918919,0.1981981981981982,0.6346346346346347,0.6436436436436437,0.950950950950951,0.002002002002002002,Party A,0.8606606606606606,0.41821821821821825,0.03023023023023023,0.49819819819819816
Fatehpur,Uttar Pradesh,0.27927927927927926,0.7157157157157157,0.022022022022022022,0.07407407407407407,0.4674674674674675,0.39039039039039036,0.8268268268268268,Party C,0.4538538538538538,0.12672672672672675,0.6964964964964966,0.40002002002002
Ballia,Uttar Pradesh,0.3353353353353353,0.25925925925925924,0.6946946946946947,0.13013013013013014,0.13913913913913914,0.44644644644644643,0.4984984984984985,Party D,0.3049049049049049,0.4142142142142142,0.5315315315315315,0.39981981981981984
Jaunpur,Uttar Pradesh,0.7057057057057057,0.14114114114114115,0.06406406406406406,0.5005005005005005,0.5095095095095095,0.8168168168168168,0.8688688688688688,Party D,0.47987987987987984,0.2840840840840841,0.4574574574574575,0.40574574574574573
Bhilwara,Rajasthan,0.031031031031031032,0.4674674674674675,0.7747747747747747,0.8268268268268268,0.21921921921921922,0.6546546546546547,0.5785785785785785,Party A,0.20560560560560565,0.6792792792792793,0.4386386386386386,0.4296496496496497
Samastipur,Bihar,0.6336336336336337,0.6856856856856857,0.992992992992993,0.42842842842842843,0.43743743743743746,0.7447447447447447,0.7967967967967968,Party D,0.6544544544544544,0.7125125125125126,0.47187187187187196,0.629129129129129
Jalore,Rajasthan,0.7337337337337337,0.960960960960961,0.22022022022022023,0.31931931931931934,0.5375375375375375,0.972972972972973,0.1991991991991992,Party A,0.8246246246246246,0.31341341341341344,0.09589589589589587,0.46351851851851855
Bundi,Rajasthan,0.7687687687687688,0.6926926926926927,0.12712712712712712,0.43543543543543545,0.5725725725725725,0.8798798798798799,0.3153153153153153,Party B,0.7383383383383384,0.3087087087087087,0.19819819819819817,0.45293293293293296
Katihar,Bihar,0.3813813813813814,0.8178178178178178,0.12412412412412413,0.35135135135135137,0.18518518518518517,0.4924924924924925,0.928928928928929,Party A,0.5559559559559559,0.20450450450450453,0.6760760760760761,0.462977977977978
Jhansi,Uttar Pradesh,0.16216216216216217,0.21421421421421422,0.5215215215215215,0.5735735735735735,0.9669669669669669,0.2732732732732733,0.3253253253253253,Party D,0.182982982982983,0.6262262262262261,0.5661661661661662,0.4339139139139139
Shivpuri,Madhya Pradesh,0.5925925925925926,0.8198198198198198,0.12612612612612611,0.5625625625625625,0.3963963963963964,0.7037037037037037,0.9309309309309309,Party A,0.6834834834834834,0.3111111111111111,0.5501501501501502,0.5198198198198198
Kota,Rajasthan,0.7397397397397397,0.7917917917917918,0.0980980980980981,0.5345345345345346,0.5435435435435435,0.8508508508508509,0.9029029029029029,Party C,0.7605605605605605,0.31811811811811813,0.45065065065065063,0.5282282282282282
Banda,Uttar Pradesh,0.9719719719719719,0.4074074074074074,0.3303303303303303,0.9419419419419419,0.7757757757757757,0.08208208208208208,0.5185185185185185,Party B,0.7461461461461462,0.6029029029029029,0.7581581581581581,0.699014014014014
Ghazipur,Uttar Pradesh,0.7997997997997998,0.8988988988988988,0.3333333333333333,0.6416416416416416,0.7787787787787788,0.9109109109109109,0.13713713713713713,Party A,0.8394394394394393,0.5149149149149149,0.1083083083083083,0.5430730730730731
Kaushambi,Uttar Pradesh,0.05305305305305305,0.4894894894894895,0.7967967967967968,0.8488488488488488,0.8578578578578578,0.16416416416416416,0.6006006006006006,Party B,0.22762762762762764,0.8246246246246246,0.7417417417417418,0.565105105105105
Khagaria,Bihar,0.2032032032032032,0.6396396396396397,0.5625625625625625,0.998998998998999,0.007007007007007007,0.44244244244244246,0.7507507507507507,Party C,0.37777777777777777,0.5823823823823824,0.6348348348348348,0.5136536536536537
Bhojpur,Bihar,0.6056056056056056,0.5295295295295295,0.964964964964965,0.2722722722722723,0.4094094094094094,0.7167167167167167,0.7687687687687688,Party C,0.5751751751751751,0.646046046046046,0.47747747747747754,0.5755555555555555
Prayagraj,Uttar Pradesh,0.5145145145145145,0.950950950950951,0.25725725725725723,0.30930930930930933,0.3183183183183183,0.7537537537537538,0.06106106106106106,Party C,0.6890890890890891,0.28508508508508507,0.17217217217217218,0.4184584584584584
Buxar,Bihar,0.19119119119119118,0.2902902902902903,0.7257257257257257,0.6496496496496497,0.6586586586586587,0.3023023023023023,0.5295295295295295,Party D,0.23083083083083084,0.6894894894894894,0.6304304304304303,0.49126126126126124
Dakshin Dinajpur,West Bengal,0.037037037037037035,0.0890890890890891,0.3963963963963964,0.44844844844844844,0.8418418418418419,0.7647647647647647,0.2002002002002002,Party D,0.05785785785785786,0.5011011011011011,0.22122122122122123,0.25383383383383384
Malda,West Bengal,0.9269269269269269,0.36236236236236236,0.2852852852852853,0.7217217217217218,0.7307307307307307,0.037037037037037035,0.0890890890890891,Party C,0.701101101101101,0.5053053053053054,0.6134134134134135,0.6106506506506506
Tikamgarh,Madhya Pradesh,0.055055055055055056,0.4914914914914915,0.7987987987987988,0.8508508508508509,0.24324324324324326,0.6786786786786787,0.6026026026026026,Party C,0.22962962962962966,0.7033033033033034,0.4338338338338338,0.4464664664664665
Varanasi,Uttar Pradesh,0.6766766766766766,0.7287287287287287,0.035035035035035036,0.47147147147147145,0.4804804804804805,0.9159159159159159,0.8398398398398398,Party C,0.6974974974974975,0.25505505505505505,0.3863863863863864,0.46486486486486484
Darbhanga,Bihar,0.07507507507507508,0.6866866866866866,0.6096096096096096,0.04504504504504504,0.26326326326326327,0.18618618618618618,0.7977977977977978,Party A,0.3197197197197197,0.370970970970971,0.8074074074074074,0.45957957957957957
Saharsa,Bihar,0.6586586586586587,0.0940940940940941,0.4014014014014014,0.6286286286286287,0.4624624624624625,0.8978978978978979,0.20520520520520522,Party D,0.4328328328328328,0.48178178178178177,0.14334334334334337,0.3775925925925926
Sirohi,Rajasthan,0.23423423423423423,0.46146146146146144,0.7687687687687688,0.8208208208208209,0.03803803803803804,0.34534534534534533,0.5725725725725725,Party A,0.32512512512512515,0.6382382382382382,0.6218218218218218,0.508888888888889
Chitrakoot,Uttar Pradesh,0.7507507507507507,0.6746746746746747,0.1091091091091091,0.5455455455455456,0.5545545545545546,0.8618618618618619,0.2972972972972973,Party D,0.7203203203203203,0.32912912912912917,0.2018018018018018,0.4537737737737738
Chandauli,Uttar Pradesh,0.43043043043043044,0.4824824824824825,0.7897897897897898,0.22522522522522523,0.23423423423423423,0.5415415415415415,0.5935935935935935,Party C,0.45125125125125126,0.5093093093093093,0.5125125125125125,0.48688688688688686
Bhadohi,Uttar Pradesh,0.16116116116116116,0.2132132132132132,0.5205205205205206,0.9569569569569569,0.965965965965966,0.2722722722722723,0.32432432432432434,Party C,0.18198198198198198,0.7405405405405405,0.5663663663663663,0.4735735735735735
Baran,Rajasthan,0.5665665665665666,0.6656656656656657,0.1001001001001001,0.5365365365365365,0.7547547547547547,0.6776776776776777,0.2882882882882883,Party C,0.6062062062062061,0.36196196196196195,0.3087087087087087,0.4463463463463463
Sahibganj,Jharkhand,0.035035035035035036,0.26226226226226224,0.3943943943943944,0.6216216216216216,0.8398398398398398,0.27427427427427425,0.3733733733733734,Party A,0.1259259259259259,0.5516516516516516,0.5847847847847848,0.38964464464464466
Kaimur,Bihar,0.042042042042042045,0.0940940940940941,0.5295295295295295,0.45345345345345345,0.8468468468468469,0.28128128128128127,0.3333333333333333,Party C,0.06286286286286287,0.5701701701701701,0.5645645645645646,0.36584584584584584
Rohtas,Bihar,0.23423423423423423,0.6706706706706707,0.5935935935935935,0.02902902902902903,0.03803803803803804,0.34534534534534533,0.7817817817817818,Party D,0.40880880880880877,0.3131131131131131,0.7055055055055055,0.44948948948948947
Udaipur,Rajasthan,0.6276276276276276,0.6796796796796797,0.986986986986987,0.42242242242242245,0.4314314314314314,0.8668668668668669,0.7907907907907908,Party D,0.6484484484484485,0.7065065065065065,0.3961961961961962,0.6057057057057058
Godda,Jharkhand,0.062062062062062065,0.4984984984984985,0.8058058058058059,0.8578578578578578,0.8668668668668669,0.17317317317317318,0.6096096096096096,Party A,0.23663663663663664,0.8336336336336336,0.7399399399399399,0.5714114114114114
Mirzapur,Uttar Pradesh,0.08308308308308308,0.18218218218218218,0.6176176176176176,0.6696696696696697,0.8878878878878879,0.1941941941941942,0.4214214214214214,Party C,0.12272272272272272,0.6872872872872873,0.652052052052052,0.45265265265265264
Lalitpur,Uttar Pradesh,0.6976976976976977,0.7497497497497497,0.056056056056056056,0.4924924924924925,0.5015015015015015,0.8088088088088088,0.8608608608608609,Party D,0.7185185185185186,0.2760760760760761,0.4590590590590591,0.49879879879879885
Jamui,Bihar,0.960960960960961,0.012012012012012012,0.31931931931931934,0.5465465465465466,0.7647647647647647,0.07107107107107107,0.12312312312312312,Party B,0.5813813813813814,0.4765765765765766,0.6066066066066066,0.551006006006006
Neemuch,Madhya Pradesh,0.5815815815815816,0.01701701701701702,0.32432432432432434,0.3763763763763764,0.7697697697697697,0.6926926926926927,0.12812812812812813,Party C,0.35575575575575574,0.42902902902902906,0.2356356356356356,0.3513713713713713
Banka,Bihar,0.09009009009009009,0.5265265265265265,0.8338338338338338,0.8858858858858859,0.8948948948948949,0.7137137137137137,0.6376376376376376,Party A,0.26466466466466465,0.8616616616616616,0.4268268268268268,0.5141541541541541
Rewa,Madhya Pradesh,0.24324324324324326,0.2952952952952953,0.6026026026026026,0.8298298298298298,0.04704704704704705,0.4824824824824825,0.4064064064064064,Party D,0.2640640640640641,0.5596596596596596,0.47307307307307306,0.4197747747747747
Satna,Madhya Pradesh,0.32932932932932935,0.3813813813813814,0.6886886886886887,0.7407407407407407,0.13313313313313313,0.44044044044044045,0.4924924924924925,Party A,0.35015015015015016,0.5931931931931932,0.5327327327327327,0.48086086086086083
